date,Major Incident Type,Incident Count
21/08/2013,Public Service Assistance,15
22/08/2013,Hazardous Condition,30
22/08/2013,Investigation,15
22/08/2013,Medical/Rescue,85
22/08/2013,Public Service Assistance,19
23/08/2013,False Alarm,19
23/08/2013,Hazardous Condition,25
23/08/2013,Investigation,29
23/08/2013,Medical/Rescue,91
23/08/2013,Public Service Assistance,14
24/08/2013,False Alarm,16
24/08/2013,Fire,8
24/08/2013,Hazardous Condition,25
24/08/2013,Investigation,14
24/08/2013,Medical/Rescue,94
10/09/2010,Hazardous Condition,26
27/10/2010,False Alarm,19
12/11/2010,Medical/Rescue,54
25/12/2010,Hazardous Condition,8
23/03/2011,False Alarm,23
31/07/2011,False Alarm,15
07/09/2011,Public Service Assistance,8
24/08/2013,Public Service Assistance,17
25/08/2013,False Alarm,16
25/08/2013,Fire,5
25/08/2013,Hazardous Condition,19
25/08/2013,Medical/Rescue,76
25/08/2013,Public Service Assistance,15
26/08/2013,False Alarm,22
26/08/2013,Fire,8
26/08/2013,Hazardous Condition,29
26/08/2013,Investigation,11
26/08/2013,Medical/Rescue,78
26/08/2013,Public Service Assistance,13
27/08/2013,Hazardous Condition,26
27/08/2013,Investigation,15
27/08/2013,Medical/Rescue,77
27/08/2013,Public Service Assistance,16
28/08/2013,Hazardous Condition,34
28/08/2013,Medical/Rescue,68
28/08/2013,Public Service Assistance,8
29/08/2013,False Alarm,19
29/08/2013,Hazardous Condition,33
29/08/2013,Investigation,15
29/08/2013,Medical/Rescue,73
29/08/2013,Public Service Assistance,19
29/08/2013,Severe Weather,2
30/08/2013,False Alarm,20
30/08/2013,Hazardous Condition,40
30/08/2013,Investigation,11
30/08/2013,Medical/Rescue,88
30/08/2013,Public Service Assistance,21
31/08/2013,Hazardous Condition,20
31/08/2013,Investigation,15
31/08/2013,Medical/Rescue,84
31/08/2013,Public Service Assistance,14
01/09/2013,False Alarm,21
01/09/2013,Hazardous Condition,18
01/09/2013,Investigation,24
01/09/2013,Medical/Rescue,96
01/09/2013,Public Service Assistance,16
02/09/2013,False Alarm,20
02/09/2013,Fire,5
02/09/2013,Hazardous Condition,18
02/09/2013,Investigation,15
02/09/2013,Medical/Rescue,62
02/09/2013,Public Service Assistance,23
03/09/2013,Fire,5
06/01/2010,Public Service Assistance,8
29/05/2010,Fire,3
13/07/2010,Investigation,11
27/10/2010,Hazardous Condition,14
13/03/2011,False Alarm,17
27/06/2011,Investigation,13
31/07/2011,Fire,9
03/09/2013,Hazardous Condition,29
03/09/2013,Investigation,8
03/09/2013,Medical/Rescue,93
03/09/2013,Public Service Assistance,4
04/09/2013,False Alarm,25
04/09/2013,Hazardous Condition,22
04/09/2013,Investigation,20
04/09/2013,Medical/Rescue,80
04/09/2013,Public Service Assistance,18
05/09/2013,Hazardous Condition,26
05/09/2013,Investigation,15
05/09/2013,Public Service Assistance,16
06/09/2013,False Alarm,22
06/09/2013,Hazardous Condition,35
06/09/2013,Investigation,10
06/09/2013,Medical/Rescue,80
06/09/2013,Public Service Assistance,8
07/09/2013,False Alarm,33
07/09/2013,Fire,3
07/09/2013,Hazardous Condition,23
07/09/2013,Investigation,11
07/09/2013,Medical/Rescue,72
07/09/2013,Public Service Assistance,13
08/09/2013,False Alarm,21
08/09/2013,Hazardous Condition,21
08/09/2013,Investigation,10
08/09/2013,Medical/Rescue,86
08/09/2013,Public Service Assistance,14
09/09/2013,False Alarm,24
09/09/2013,Hazardous Condition,24
09/09/2013,Investigation,20
09/09/2013,Medical/Rescue,76
09/09/2013,Public Service Assistance,11
10/09/2013,Fire,6
10/09/2013,Hazardous Condition,30
10/09/2013,Investigation,11
10/09/2013,Medical/Rescue,84
10/09/2013,Public Service Assistance,5
11/09/2013,False Alarm,20
11/09/2013,Hazardous Condition,26
11/09/2013,Investigation,14
11/09/2013,Medical/Rescue,77
11/09/2013,Public Service Assistance,16
12/09/2013,False Alarm,33
12/09/2013,Hazardous Condition,36
12/09/2013,Investigation,12
07/06/2010,Investigation,12
23/07/2010,Fire,8
30/08/2010,Hazardous Condition,19
27/10/2010,Investigation,15
20/11/2010,False Alarm,50
06/12/2010,Hazardous Condition,19
01/01/2011,False Alarm,24
22/01/2011,Medical/Rescue,63
05/03/2011,Hazardous Condition,25
06/05/2011,Fire,5
08/07/2011,Severe Weather,1
08/09/2011,Fire,9
12/09/2013,Public Service Assistance,15
13/09/2013,False Alarm,19
13/09/2013,Hazardous Condition,35
13/09/2013,Investigation,18
13/09/2013,Medical/Rescue,108
13/09/2013,Public Service Assistance,11
13/09/2013,Rupture/Explosion,1
14/09/2013,False Alarm,21
14/09/2013,Fire,10
14/09/2013,Hazardous Condition,28
14/09/2013,Investigation,17
14/09/2013,Medical/Rescue,105
14/09/2013,Public Service Assistance,14
14/09/2013,Rupture/Explosion,1
15/09/2013,False Alarm,19
15/09/2013,Hazardous Condition,20
15/09/2013,Investigation,12
15/09/2013,Medical/Rescue,76
15/09/2013,Public Service Assistance,10
16/09/2013,False Alarm,27
16/09/2013,Hazardous Condition,35
16/09/2013,Investigation,16
16/09/2013,Medical/Rescue,92
16/09/2013,Public Service Assistance,13
17/09/2013,False Alarm,22
17/09/2013,Hazardous Condition,24
17/09/2013,Investigation,6
17/09/2013,Medical/Rescue,89
17/09/2013,Public Service Assistance,6
18/09/2013,False Alarm,41
18/09/2013,Fire,4
18/09/2013,Hazardous Condition,32
18/09/2013,Public Service Assistance,7
19/09/2013,Fire,6
19/09/2013,Hazardous Condition,27
19/09/2013,Investigation,14
19/09/2013,Medical/Rescue,89
07/01/2010,False Alarm,32
07/01/2010,Fire,1
07/06/2010,Medical/Rescue,54
13/07/2010,Medical/Rescue,66
30/07/2010,Public Service Assistance,15
27/10/2010,Medical/Rescue,60
22/01/2011,Public Service Assistance,10
13/03/2011,Hazardous Condition,11
14/06/2011,Investigation,7
25/08/2011,Public Service Assistance,9
19/09/2013,Public Service Assistance,13
20/09/2013,Fire,10
20/09/2013,Hazardous Condition,27
20/09/2013,Investigation,17
20/09/2013,Medical/Rescue,73
20/09/2013,Public Service Assistance,8
21/09/2013,Hazardous Condition,35
21/09/2013,Investigation,13
21/09/2013,Public Service Assistance,8
22/09/2013,False Alarm,19
22/09/2013,Hazardous Condition,13
22/09/2013,Investigation,13
22/09/2013,Medical/Rescue,67
22/09/2013,Public Service Assistance,10
23/09/2013,False Alarm,24
23/09/2013,Hazardous Condition,22
23/09/2013,Investigation,17
23/09/2013,Medical/Rescue,94
23/09/2013,Public Service Assistance,14
24/09/2013,False Alarm,25
24/09/2013,Hazardous Condition,23
24/09/2013,Investigation,11
24/09/2013,Medical/Rescue,80
24/09/2013,Public Service Assistance,5
25/09/2013,Hazardous Condition,18
25/09/2013,Medical/Rescue,72
25/09/2013,Public Service Assistance,8
25/09/2013,Rupture/Explosion,1
26/09/2013,Fire,8
26/09/2013,Hazardous Condition,31
26/09/2013,Investigation,8
26/09/2013,Medical/Rescue,81
26/09/2013,Public Service Assistance,9
27/09/2013,False Alarm,32
27/09/2013,Fire,5
27/09/2013,Hazardous Condition,31
27/09/2013,Investigation,5
27/09/2013,Medical/Rescue,92
27/09/2013,Public Service Assistance,9
13/03/2010,False Alarm,13
13/03/2010,Fire,9
29/05/2010,Hazardous Condition,15
16/06/2010,Medical/Rescue,41
30/06/2010,Medical/Rescue,61
13/07/2010,Public Service Assistance,7
27/10/2010,Public Service Assistance,6
20/11/2010,Hazardous Condition,19
25/12/2010,Investigation,13
13/02/2011,False Alarm,21
05/03/2011,Investigation,9
23/03/2011,Fire,3
12/04/2011,False Alarm,21
06/05/2011,Hazardous Condition,12
24/05/2011,Medical/Rescue,40
09/07/2011,False Alarm,22
09/07/2011,Fire,15
20/09/2013,False Alarm,23
28/09/2013,Fire,3
28/09/2013,Hazardous Condition,19
28/09/2013,Investigation,19
28/09/2013,Medical/Rescue,87
28/09/2013,Public Service Assistance,9
29/09/2013,False Alarm,22
29/09/2013,Hazardous Condition,18
29/09/2013,Investigation,9
29/09/2013,Medical/Rescue,77
29/09/2013,Public Service Assistance,10
30/09/2013,False Alarm,24
30/09/2013,Hazardous Condition,24
30/09/2013,Investigation,19
30/09/2013,Medical/Rescue,71
30/09/2013,Public Service Assistance,8
30/09/2013,Severe Weather,1
01/10/2013,Fire,6
01/10/2013,Hazardous Condition,29
01/10/2013,Investigation,12
01/10/2013,Medical/Rescue,68
01/10/2013,Public Service Assistance,7
02/10/2013,False Alarm,29
02/10/2013,Hazardous Condition,31
02/10/2013,Investigation,18
02/10/2013,Medical/Rescue,74
30/04/2010,Medical/Rescue,64
07/06/2010,Public Service Assistance,6
14/07/2010,False Alarm,30
07/08/2010,Hazardous Condition,20
30/08/2010,Investigation,9
10/09/2010,Investigation,16
22/09/2010,Public Service Assistance,16
06/12/2010,Investigation,12
23/03/2011,Hazardous Condition,22
12/04/2011,Hazardous Condition,20
06/05/2011,Investigation,8
31/07/2011,Hazardous Condition,23
02/10/2013,Public Service Assistance,7
03/10/2013,Hazardous Condition,25
03/10/2013,Investigation,8
03/10/2013,Medical/Rescue,56
03/10/2013,Public Service Assistance,4
04/10/2013,False Alarm,22
04/10/2013,Fire,10
04/10/2013,Hazardous Condition,33
04/10/2013,Investigation,21
04/10/2013,Medical/Rescue,72
04/10/2013,Public Service Assistance,14
05/10/2013,False Alarm,19
05/10/2013,Fire,12
05/10/2013,Hazardous Condition,19
05/10/2013,Investigation,19
05/10/2013,Medical/Rescue,93
05/10/2013,Public Service Assistance,26
06/10/2013,Fire,11
06/10/2013,Hazardous Condition,10
06/10/2013,Investigation,12
06/10/2013,Medical/Rescue,71
06/10/2013,Public Service Assistance,33
07/10/2013,False Alarm,21
07/10/2013,Hazardous Condition,33
07/10/2013,Investigation,12
07/10/2013,Medical/Rescue,71
07/10/2013,Public Service Assistance,14
08/10/2013,False Alarm,21
08/10/2013,Fire,9
08/10/2013,Investigation,12
08/10/2013,Medical/Rescue,61
08/10/2013,Public Service Assistance,6
08/10/2013,Severe Weather,1
09/10/2013,False Alarm,26
09/10/2013,Fire,10
22/05/2010,Hazardous Condition,16
16/08/2010,Medical/Rescue,61
16/09/2010,Hazardous Condition,18
18/10/2010,Medical/Rescue,50
01/01/2011,Fire,4
22/04/2011,Public Service Assistance,12
24/05/2011,Public Service Assistance,5
09/07/2011,Hazardous Condition,14
09/10/2013,Hazardous Condition,23
09/10/2013,Investigation,14
09/10/2013,Medical/Rescue,80
09/10/2013,Public Service Assistance,14
10/10/2013,Hazardous Condition,29
10/10/2013,Investigation,17
10/10/2013,Medical/Rescue,83
10/10/2013,Public Service Assistance,4
11/10/2013,False Alarm,25
11/10/2013,Hazardous Condition,33
11/10/2013,Investigation,9
11/10/2013,Medical/Rescue,80
11/10/2013,Public Service Assistance,11
12/10/2013,False Alarm,19
12/10/2013,Fire,1
12/10/2013,Hazardous Condition,22
12/10/2013,Investigation,12
12/10/2013,Medical/Rescue,64
12/10/2013,Public Service Assistance,9
13/10/2013,False Alarm,23
13/10/2013,Hazardous Condition,16
13/10/2013,Investigation,15
13/10/2013,Medical/Rescue,70
13/10/2013,Public Service Assistance,4
14/10/2013,Hazardous Condition,15
14/10/2013,Investigation,10
14/10/2013,Medical/Rescue,54
14/10/2013,Public Service Assistance,8
15/10/2013,False Alarm,23
15/10/2013,Hazardous Condition,20
15/10/2013,Investigation,9
15/10/2013,Medical/Rescue,69
15/10/2013,Public Service Assistance,8
16/10/2013,Hazardous Condition,33
16/10/2013,Investigation,12
16/10/2013,Medical/Rescue,61
16/10/2013,Public Service Assistance,9
17/10/2013,Hazardous Condition,22
17/10/2013,Investigation,10
17/10/2013,Medical/Rescue,56
17/10/2013,Public Service Assistance,4
18/10/2013,False Alarm,26
18/10/2013,Hazardous Condition,30
23/06/2010,Hazardous Condition,35
31/07/2010,False Alarm,16
23/08/2010,Medical/Rescue,58
28/10/2010,False Alarm,23
20/11/2010,Investigation,22
05/03/2011,Medical/Rescue,72
25/05/2011,False Alarm,25
09/07/2011,Investigation,10
18/10/2013,Investigation,15
18/10/2013,Medical/Rescue,95
18/10/2013,Public Service Assistance,10
19/10/2013,False Alarm,22
19/10/2013,Hazardous Condition,21
19/10/2013,Investigation,14
19/10/2013,Medical/Rescue,96
19/10/2013,Public Service Assistance,4
20/10/2013,False Alarm,16
20/10/2013,Hazardous Condition,14
20/10/2013,Investigation,8
20/10/2013,Medical/Rescue,82
20/10/2013,Public Service Assistance,7
21/10/2013,False Alarm,23
21/10/2013,Fire,7
21/10/2013,Hazardous Condition,25
21/10/2013,Investigation,11
21/10/2013,Medical/Rescue,78
21/10/2013,Public Service Assistance,12
22/10/2013,False Alarm,22
22/10/2013,Hazardous Condition,27
22/10/2013,Investigation,7
22/10/2013,Medical/Rescue,67
22/10/2013,Public Service Assistance,7
23/10/2013,False Alarm,28
23/10/2013,Hazardous Condition,16
23/10/2013,Investigation,6
23/10/2013,Medical/Rescue,59
23/10/2013,Public Service Assistance,7
24/10/2013,False Alarm,24
24/10/2013,Fire,6
24/10/2013,Hazardous Condition,25
24/10/2013,Investigation,13
24/10/2013,Medical/Rescue,81
24/10/2013,Public Service Assistance,9
25/10/2013,False Alarm,28
25/10/2013,Fire,8
25/10/2013,Hazardous Condition,27
25/10/2013,Investigation,13
25/10/2013,Medical/Rescue,68
25/10/2013,Public Service Assistance,10
26/10/2013,False Alarm,21
26/10/2013,Hazardous Condition,24
26/10/2013,Investigation,13
26/10/2013,Medical/Rescue,83
30/04/2010,Public Service Assistance,9
16/06/2010,Public Service Assistance,5
07/07/2010,Public Service Assistance,14
07/08/2010,Investigation,16
10/09/2010,Medical/Rescue,49
18/10/2010,Public Service Assistance,5
20/11/2010,Medical/Rescue,62
06/12/2010,Medical/Rescue,61
02/02/2011,Hazardous Condition,18
23/04/2011,False Alarm,11
04/06/2011,False Alarm,18
09/07/2011,Public Service Assistance,20
26/10/2013,Public Service Assistance,12
26/10/2013,Rupture/Explosion,1
27/10/2013,False Alarm,21
27/10/2013,Hazardous Condition,29
27/10/2013,Medical/Rescue,117
27/10/2013,Public Service Assistance,14
28/10/2013,False Alarm,25
28/10/2013,Hazardous Condition,14
28/10/2013,Investigation,10
28/10/2013,Medical/Rescue,87
28/10/2013,Public Service Assistance,6
29/10/2013,False Alarm,28
29/10/2013,Hazardous Condition,36
29/10/2013,Public Service Assistance,4
30/10/2013,False Alarm,27
30/10/2013,Hazardous Condition,19
30/10/2013,Investigation,9
30/10/2013,Medical/Rescue,78
30/10/2013,Public Service Assistance,4
31/10/2013,Fire,5
31/10/2013,Hazardous Condition,23
31/10/2013,Investigation,9
31/10/2013,Medical/Rescue,107
31/10/2013,Public Service Assistance,13
31/10/2013,Rupture/Explosion,1
01/11/2013,False Alarm,16
01/11/2013,Fire,3
01/11/2013,Hazardous Condition,23
01/11/2013,Investigation,12
01/11/2013,Medical/Rescue,90
01/11/2013,Public Service Assistance,9
02/11/2013,False Alarm,23
02/11/2013,Fire,4
02/11/2013,Hazardous Condition,11
07/01/2010,Hazardous Condition,29
04/04/2010,Medical/Rescue,45
23/06/2010,Investigation,12
23/08/2010,Public Service Assistance,2
10/09/2010,Public Service Assistance,10
12/04/2011,Medical/Rescue,48
23/04/2011,Hazardous Condition,14
04/06/2011,Hazardous Condition,24
31/07/2011,Investigation,17
26/08/2011,Hazardous Condition,16
02/11/2013,Investigation,9
02/11/2013,Medical/Rescue,64
02/11/2013,Public Service Assistance,9
02/11/2013,Rupture/Explosion,1
03/11/2013,False Alarm,40
03/11/2013,Hazardous Condition,7
03/11/2013,Investigation,11
03/11/2013,Medical/Rescue,77
03/11/2013,Public Service Assistance,4
04/11/2013,False Alarm,21
04/11/2013,Fire,4
04/11/2013,Hazardous Condition,13
04/11/2013,Investigation,7
04/11/2013,Medical/Rescue,66
04/11/2013,Public Service Assistance,4
05/11/2013,False Alarm,36
05/11/2013,Hazardous Condition,26
05/11/2013,Investigation,12
05/11/2013,Medical/Rescue,75
05/11/2013,Public Service Assistance,7
06/11/2013,False Alarm,23
06/11/2013,Hazardous Condition,16
06/11/2013,Investigation,10
06/11/2013,Medical/Rescue,82
06/11/2013,Public Service Assistance,5
07/11/2013,False Alarm,23
07/11/2013,Hazardous Condition,11
07/11/2013,Investigation,5
07/11/2013,Medical/Rescue,77
07/11/2013,Public Service Assistance,8
08/11/2013,False Alarm,15
08/11/2013,Hazardous Condition,29
08/11/2013,Investigation,8
08/11/2013,Medical/Rescue,81
08/11/2013,Public Service Assistance,4
09/11/2013,Hazardous Condition,19
09/11/2013,Investigation,7
09/11/2013,Medical/Rescue,63
09/11/2013,Public Service Assistance,7
29/05/2010,Investigation,10
08/06/2010,False Alarm,21
07/07/2010,Rupture/Explosion,1
31/07/2010,Fire,2
04/10/2010,Investigation,17
04/11/2010,Public Service Assistance,13
23/01/2011,False Alarm,23
02/02/2011,Investigation,19
10/11/2013,False Alarm,24
10/11/2013,Hazardous Condition,24
10/11/2013,Investigation,10
10/11/2013,Medical/Rescue,75
10/11/2013,Public Service Assistance,2
11/11/2013,False Alarm,37
11/11/2013,Hazardous Condition,20
11/11/2013,Investigation,9
11/11/2013,Medical/Rescue,73
11/11/2013,Public Service Assistance,8
12/11/2013,Hazardous Condition,18
12/11/2013,Investigation,11
12/11/2013,Medical/Rescue,88
12/11/2013,Public Service Assistance,8
13/11/2013,Hazardous Condition,34
13/11/2013,Investigation,14
13/11/2013,Medical/Rescue,74
13/11/2013,Public Service Assistance,6
14/11/2013,False Alarm,24
14/11/2013,Fire,11
14/11/2013,Hazardous Condition,27
14/11/2013,Public Service Assistance,7
15/11/2013,False Alarm,32
15/11/2013,Hazardous Condition,34
15/11/2013,Investigation,5
15/11/2013,Medical/Rescue,72
15/11/2013,Public Service Assistance,3
16/11/2013,Hazardous Condition,23
16/11/2013,Investigation,13
16/11/2013,Medical/Rescue,81
16/11/2013,Public Service Assistance,13
17/11/2013,False Alarm,35
17/11/2013,Fire,5
17/11/2013,Hazardous Condition,16
17/11/2013,Medical/Rescue,78
17/11/2013,Public Service Assistance,10
17/11/2013,Rupture/Explosion,1
18/11/2013,Fire,3
18/11/2013,Hazardous Condition,19
18/11/2013,Investigation,14
18/11/2013,Medical/Rescue,57
18/11/2013,Public Service Assistance,12
19/11/2013,Hazardous Condition,29
19/11/2013,Investigation,10
07/01/2010,Investigation,19
17/06/2010,False Alarm,22
14/07/2010,Fire,3
23/07/2010,Hazardous Condition,15
24/08/2010,False Alarm,29
20/11/2010,Public Service Assistance,12
01/01/2011,Hazardous Condition,10
23/02/2011,Investigation,10
13/03/2011,Investigation,17
27/06/2011,Medical/Rescue,72
19/11/2013,Medical/Rescue,76
19/11/2013,Public Service Assistance,7
19/11/2013,Rupture/Explosion,1
20/11/2013,False Alarm,40
20/11/2013,Hazardous Condition,41
20/11/2013,Investigation,5
20/11/2013,Medical/Rescue,73
20/11/2013,Public Service Assistance,10
21/11/2013,False Alarm,31
21/11/2013,Hazardous Condition,22
