Asset Name,Asset ID,Asset Type,Operating Status,Pool Participant Name,Pool Participant ID
"EP Export on BCH Tie","EPX6","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Firm Load","EP","Sink","Retired","EPCOR Utilities Inc.","EP"
"EP Import from BCH","EPI2","Source","Retired","EPCOR Energy Services Inc.","EP"
"EP Import from BCH","EPI3","Source","Retired","EPCOR Energy Services Inc.","EP"
"EP Import from BCH","EPI4","Source","Retired","EPCOR Energy Services Inc.","EP"
"EP Import from BCH","EPI5","Source","Retired","EPCOR Energy Services Inc.","EP"
"EP Import from BCH","EPI6","Source","Retired","EPCOR Energy Services Inc.","EP"
"EP Import from BCH","EPIM","Source","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #0","EPD0","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #0","EPN0","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #1","EPD1","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #1","EPN1","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #2","EPD2","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #2","EPN2","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #3","EPD3","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #3","EPN3","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #4","EPD4","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #4","EPN4","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #5","EPD5","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #5","EPN5","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #6","EPD6","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #6","EPN6","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #7","EPD7","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #7","EPN7","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #8","EPD8","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #8","EPN8","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP Interruptible #9","EPD9","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EP Interruptible #9","EPN9","Sink","Retired","EPCOR Energy Services Inc.","EP"
"EP+ EP FM Buy","EP+","Sink","Retired","EPCOR Utilities Inc.","EP"
"EP- EP FM Sell","EP-","Source","Retired","EPCOR Utilities Inc.","EP"
"EP1C EESL R#5","EP1C","Sink","Retired","EPCOR Energy Inc. (SL)","EESL"
"EP1F EESL R#6","EP1F","Sink","Retired","EPCOR Energy Inc. (SL)","EESL"
"EP1P EESL R#4","EP1P","Sink","Retired","EPCOR Energy Inc. (SL)","EESL"
"EP1U EESL R#2","EP1U","Sink","Retired","EPCOR Energy Inc. (SL)","EESL"
"EP1W EESL R#3","EP1W","Sink","Retired","EPCOR Energy Inc. (SL)","EESL"
"EP2E E3SA Ret #4","EP2E","Sink","Active","EPCOR Energy Alberta GP Inc. (Default Supply)","E3SA"
"EPAI TC Load","EPAI","Sink","Active","Enbridge Pipelines (Athabasca) Inc.","EPAI"
"EPD Exporter on BCH #0","EDX0","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EPD Exporter on BCH #1","EDX1","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EPD Exporter on SPC #4","EDX4","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EPD Exporter on SPC #5","EDX5","Sink","Retired","EPCOR Distribution Inc.","EPD"
"EPD Importer on BCH #0","EDI0","Source","Retired","EPCOR Distribution Inc.","EPD"
"EPD Importer on BCH #1","EDI1","Source","Retired","EPCOR Distribution Inc.","EPD"
"EPD Importer on SPC #4","EDI4","Source","Retired","EPCOR Distribution Inc.","EPD"
"EPD Importer on SPC #5","EDI5","Source","Retired","EPCOR Distribution Inc.","EPD"
"EPDA TC Load","EPDA","Sink","Active","Capital Power (Alberta) Limited Partnership","EPDA"
"EPDC EPDC TC Load","EPDC","Sink","Retired","EPCOR Power Development Corp","EPDC"
"EPG1 EVI Power Gen 1","EPG1","Source","Retired","Comax Energy Ltd.","CEL"
"EPLP EPLP TC LOAD","EPLP","Sink","Active","Express Pipeline Limited Partnership","EPLP"
"EPM+ EPMI FM Buy","EPM+","Sink","Retired","Capital Power PPA Management Inc.","EPMI"
"EPM- EPMI FM Sell","EPM-","Source","Retired","Capital Power PPA Management Inc.","EPMI"
"EPMT PPLE MT Import","EPMT","Source","Retired","Talen Energy Marketing, LLC","PPLE"
"EPWI TC Load","EPWI","Sink","Active","Enbridge Pipelines (Woodland) Inc.","EPWI"
"EPXM PPLE MT Export","EPXM","Sink","Retired","Talen Energy Marketing, LLC","PPLE"
"ER01 Windmatic Wind Generator","ER01","Source","Retired","Olsen Prairie Farms Ltd.","ERO"
"ER02","ER02","Source","Active","Erling Olsen","ERL"
"ER1A ENCR R#1","ER1A","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER1C ENCR Ret #5","ER1C","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER1E ENCR R#3","ER1E","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER1F ENCR Ret #6","ER1F","Sink","Retired","CP Energy Marketing L.P.","ENCR"
"ER1L ENCR R#9","ER1L","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER1P ENCR Ret #7","ER1P","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER1R ENCR R#10","ER1R","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER1U ENCR R#4","ER1U","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER1W ENCR R#11","ER1W","Sink","Retired","CP Energy Marketing L.P.","ENCR"
"ER1X ENCR R#2","ER1X","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER2E ENCR R#6","ER2E","Sink","Active","CP Energy Marketing L.P.","ENCR"
"ER2U EREA Ret. #1","ER2U","Sink","Active","Ermineskin REA Ltd.","EREA"
"ERCO LSSi","ERCO","Sink","Active","ERCO Worldwide LP","STP"
"ERE1 EROL #1","ERE1","Source","Retired","EarthRenew Organics Ltd.","EROL"
"ERV1 eReserve1 Rycroft","ERV1","Source","Active","WCSB Power Holdings GP Ltd.","WPHL"
"ERV2 eReserve2 Buffalo Creek","ERV2","Source","Active","WCSB Power Holdings GP Ltd.","WPHL"
"ES1A ESSO SR#1","ES1A","Sink","Active","Imperial Oil Limited","ESSO"
"ES1E EESL R#1","EP1E","Sink","Retired","EPCOR Energy Inc. (SL)","EESL"
"ES1E ESSO SR#2","ES1E","Sink","Active","Imperial Oil Limited","ESSO"
"ES1R ESSO R#5","ES1R","Sink","Active","Imperial Oil Limited","ESSO"
"ES1U ESSO SR #3","ES1U","Sink","Active","Imperial Oil Limited","ESSO"
"ES1X ESSO R#4","ES1X","Sink","Active","Imperial Oil Limited","ESSO"
"ESBC TCES BC Import","ESBC","Source","Active","TransCanada Energy Sales Ltd.","TCES"
"ESI+ EESI FM Buy","ESI+","Sink","Retired","EPCOR Energy Inc.","EESI"
"ESI- EESI FM Sell","ESI-","Source","Retired","EPCOR Energy Inc.","EESI"
"ESMT MT Import","ESMT","Source","Active","TransCanada Energy Sales Ltd.","TCES"
"ESS+ ESSO FM Buy","ESS+","Sink","Active","Imperial Oil Limited","ESSO"
"ESS- ESSO FM Sell","ESS-","Source","Active","Imperial Oil Limited","ESSO"
"ESSK TCES Sask Import","ESSK","Source","Active","TransCanada Energy Sales Ltd.","TCES"
"ESSO IOL Load","ESSO","Sink","Active","Imperial Oil Limited","ESSO"
"ESXB TCES BC Export","ESXB","Sink","Active","TransCanada Energy Sales Ltd.","TCES"
"ESXM MT Export","ESXM","Sink","Active","TransCanada Energy Sales Ltd.","TCES"
"ESXS TCES Sask Export","ESXS","Sink","Active","TransCanada Energy Sales Ltd.","TCES"
"EVCC EVCC TC Load","EVCC","Sink","Inactive","Elk Valley Coal Corporation","EVCC"
"EWR1 East West Ranches","EWR1","Source","Active","FortisAlberta Inc.","UNCA"
"EX1A EPLP SR#1","EX1A","Sink","Active","Express Pipeline Limited Partnership","EPLP"
"EX1U EPLP SR#2","EX1U","Sink","Active","Express Pipeline Limited Partnership","EPLP"
"Emerg. Asst. IMP to SPC","EAIA","Source","Retired","ESBI Alberta Ltd.","EAL"
"Emergency Assist Bid 1","GAB1","Sink","Retired","Grid Company of Alberta Ltd.","GRID"
"Emergency Assist Bid 2","GAB2","Sink","Retired","Grid Company of Alberta Ltd.","GRID"
"Emergency Assist Bid 3","GAB3","Sink","Retired","Grid Company of Alberta Ltd.","GRID"
"Emergency Assist Bid 4","GAB4","Sink","Retired","Grid Company of Alberta Ltd.","GRID"
"Emergency Assist Offer 1","GAO1","Source","Retired","Grid Company of Alberta Ltd.","GRID"
"Emergency Assist Offer 2","GAO2","Source","Retired","Grid Company of Alberta Ltd.","GRID"
"Eric Steedan Solar Garden","ESSG","Source","Retired","Howell-Mayhew Engineering  Inc","HME"
"FCE+ FCEC FM Buy","FCE+","Sink","Retired","Fletcher Challenge Energy","FCEC"
"FCE- FCEC FM Sell","FCE-","Source","Retired","Fletcher Challenge Energy","FCEC"
"FCE1 Consort Oil Battery","FCE1","Source","Retired","Apache Canada Ltd","APCL"
"FCP1 Fort Chipewyan","FCP1","Source","Active","Three Nations Energy GP Inc.","TNEG"
"FCUB TC Load","FCUB","Sink","Active","Fengate Central Utilities Block GP Inc.","FCUB"
"FF1A FFP SR#1","FF1A","Sink","Retired","Footner Forest Products Ltd.","FFP"
"FG1A FGI SR #2","FG1A","Sink","Retired","Ferus Gas Industries Ltd. Partnership by it&#39;s General Partner Ferus Gas Industries Inc.","FGI"
"FG1U FGI SR #1","FG1U","Sink","Retired","Ferus Gas Industries Ltd. Partnership by it&#39;s General Partner Ferus Gas Industries Inc.","FGI"
"FH1 Fort Hills","FH1","Source","Active","Fort Hills Energy Corporation","FHEC"
"FHEC TC Load","FHEC","Sink","Active","Fort Hills Energy Corporation","FHEC"
"FHPL Coral Transmission","FHPL","Sink","Retired","Shell Energy North America (Canada) Inc.","CECI"
"FIRM Load Shed","FIRM","Sink","Active","AESO - Market","PPOA"
"FNG1 Fort Nelson","FNG1","Source","Active","Powerex Corp.","PWX"
"FNL Fort Nelson Load","FNL","Sink","Active","Powerex Corp.","PWX"
"FP1U FPL SR #1","FP1U","Sink","Active","Foothills Pipe Lines (Alta.) Ltd.","FPL"
"FPL FPL TC Load","FPL","Sink","Active","Foothills Pipe Lines (Alta.) Ltd.","FPL"
"FR1U FREA Self-Retail #1","FR1U","Sink","Retired","Fort REA Ltd","FREA"
"FT1A FTUT Ret #1","FT1A","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1C FTUT Ret #7","FT1C","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1E FTUT Ret #2","FT1E","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1F FTUT Ret #9","FT1F","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1L FTUT Ret #4","FT1L","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1P FTUT Ret #5","FT1P","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1R FTUT Ret #10","FT1R","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1U FTUT Ret #3","FT1U","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1W FTUT Ret #8","FT1W","Sink","Retired","Fluent Utilities Inc.","FTUT"
"FT1X FTUT Ret #6","FT1X","Sink","Retired","Fluent Utilities Inc.","FTUT"
"G001 Micro-gen","G001","Source","Active","Direct Energy Partnership","DEP4"
"G002 Micro-gen","G002","Source","Active","ENMAX Energy Corporation","EEC2"
"G003 Micro-gen","G003","Source","Active","Direct Energy Partnership","DEP4"
"G004 Micro-gen","G004","Source","Active","Direct Energy Partnership","DEP4"
"G005 Micro-gen","G005","Source","Active","ENMAX Energy Corporation","EEC2"
"G006 Micro-gen","G006","Source","Active","CP Energy Marketing L.P.","EMC2"
"G007 Micro-gen","G007","Source","Retired","Direct Energy Marketing Ltd.","DREM"
"G008 Micro-gen","G008","Source","Active","ENMAX Energy Corporation","EEC2"
"G009 Micro-gen","G009","Source","Active","ENMAX Energy Corporation","EEC2"
"G010 Micro-Gen","G010","Source","Retired","Direct Energy Partnership","DEP2"
"G011 Micro-Gen","G011","Source","Active","ENMAX Energy Corporation","EEC2"
"G012 Micro-gen","G012","Source","Active","ENMAX Energy Corporation","EEC2"
"G014 Micro-gen","G014","Source","Active","Campus Energy Partners LP","IQP"
"G015 Micro-gen","G015","Source","Active","ENMAX Energy Corporation","EEC2"
"G016 Micro-Gen","G016","Source","Active","Campus Energy Partners LP","IQP"
"G017 Micro-gen","G017","Source","Active","EPCOR Energy Alberta GP Inc. (Default Supply)","E3SA"
"G018 Micro-Gen","G018","Source","Active","ENMAX Energy Corporation","EEC2"
"G019 Micro-Gen","G019","Source","Active","Direct Energy Partnership","DEP4"
"G020 Micro-Gen","G020","Source","Active","Direct Energy Partnership","DEP4"
"G021 Micro-Gen","G021","Source","Retired","ENMAX Energy Corporation","EEC2"
"G022 Micro-gen","G022","Source","Retired","ENMAX Energy Corporation","EEC2"
"G023 Micro-gen","G023","Source","Active","Direct Energy Partnership","DEP4"
"G024 Micro-gen","G024","Source","Active","Direct Energy Partnership","DEP4"
"G026 Micro-gen","G026","Source","Active","CP Energy Marketing L.P.","EMC2"
"G028 Micro-Gen","G028","Source","Active","TransAlta Energy Marketing Corp.","TEN5"
"G029 Micro-Gen","G029","Source","Active","Campus Energy Partners LP","IQP"
"G030 Micro-gen","G030","Source","Active","CP Energy Marketing L.P.","EMC2"
"G031 Micro-gen","G031","Source","Active","ENMAX Energy Corporation","EEC"
"G032 Micro-gen","G032","Source","Active","Utility Network &amp; Partners Inc.","UNPG"
"G033 Micro-gen","G033","Source","Active","Direct Energy Partnership","DEP4"
"G034 Micro-gen","G034","Source","Active","TransAlta Energy Marketing Corp.","TEN3"
"G035 Micro-gen","G035","Source","Active","Direct Energy Partnership","DEP4"
"G036 Micro-gen","G036","Source","Active","Direct Energy Partnership","DEP4"
"G037 Micro-gen","G037","Source","Active","Direct Energy Partnership","DEP4"
"G038 Micro-gen","G038","Source","Active","Direct Energy Partnership","DEP4"
"G039 Micro-gen","G039","Source","Retired","TransAlta Energy Marketing Corp.","TEN5"
"G040 Micro-gen","G040","Source","Active","ENMAX Energy Corporation","EEC2"
"G041 Micro-gen","G041","Source","Active","CP Energy Marketing L.P.","EMC2"
"G042 Micro-gen","G042","Source","Active","Direct Energy Partnership","DEP4"
"G043 Micro-gen","G043","Source","Active","CP Energy Marketing L.P.","EMC2"
"G044 Micro-gen","G044","Source","Active","ENMAX Energy Corporation","EEC2"
"G045 Micro-gen","G045","Source","Active","Direct Energy Partnership","DEP4"
"G046 Micro-gen","G046","Source","Active","ENMAX Energy Corporation","EEC2"
"G047 Micro-gen","G047","Source","Active","Gas Alberta Energy (JV)","GAE"
"G048 Micro-gen","G048","Source","Active","TransAlta Energy Marketing Corp.","TEN5"
"G049 Micro-gen","G049","Source","Active","ENMAX Energy Corporation","EEC2"
"G050 Micro-gen","G050","Source","Active","ENMAX Energy Corporation","EEC2"
"G051 Micro-gen","G051","Source","Retired","ENMAX Energy Corporation","EEC2"
"G052 Micro-gen","G052","Source","Active","ENMAX Energy Corporation","EEC2"
"G053 Micro-gen","G053","Source","Active","ATCO Energy Ltd.","AZLD"
"G054 Micro-gen","G054","Source","Active","University of Alberta","UOFA"
"G055 Micro-gen","G055","Source","Active","University of Alberta","UOFA"
"G056 Micro-gen","G056","Source","Active","ENMAX Energy Corporation","EEC2"
"G057 Micro-gen","G057","Source","Active","CP Energy Marketing L.P.","EMC2"
"G058 Micro-gen","G058","Source","Active","ENMAX Energy Corporation","EEC2"
"G059 Micro-gen","G059","Source","Active","CP Energy Marketing L.P.","EMC2"
"G060 Microgen","G060","Source","Retired","TransAlta Energy Marketing Corp.","TEN5"
"G061 Microgen","G061","Source","Retired","ENMAX Energy Corporation","EEC2"
"G062 Micro-gen","G062","Source","Active","ENMAX Energy Corporation","EEC2"
"G063 Micro-gen","G063","Source","Active","TransAlta Energy Marketing Corp.","TEN5"
"G064 Micro-gen","G064","Source","Active","1772387 Alberta Limited Partnership","CPEP"
"G065 Micro-gen","G065","Source","Active","ENMAX Energy Corporation","EEC2"
"G066 Micro-gen","G066","Source","Active","CP Energy Marketing L.P.","EMC2"
"G067 Micro-gen","G067","Source","Active","ENMAX Energy Corporation","EEC2"
"G068 Micro-gen","G068","Source","Active","TransCanada Energy Ltd.","TCN"
"G069 Micro-gen","G069","Source","Active","ENMAX Energy Corporation","EEC2"
"G070 Micro-gen","G070","Source","Active","Gas Alberta Energy (JV)","GAE"
"G071 Micro-gen","G071","Source","Active","Campus Energy Partners LP","IQP"
"G072 Micro-gen","G072","Source","Active","TransAlta Energy Marketing Corp.","TEN3"
"G073 Micro-gen","G073","Source","Active","ENMAX Energy Corporation","EEC2"
"G074 Micro-gen","G074","Source","Active","CP Energy Marketing L.P.","EMC2"
"G075 Micro-gen","G075","Source","Active","CP Energy Marketing L.P.","EMC2"
"G076 Micro-gen","G076","Source","Active","ENMAX Energy Corporation","EEC2"
"G077 Micro-gen","G077","Source","Active","TransAlta Energy Marketing Corp.","TEN3"
"G078 Micro-gen","G078","Source","Active","CP Energy Marketing L.P.","EMC2"
"G079 Micro-gen","G079","Source","Active","ENMAX Energy Corporation","EEC2"
"G080 Micro-gen","G080","Source","Active","TransAlta Energy Marketing Corp.","TEN5"
"G081 Micro-gen","G081","Source","Active","Gas Alberta Energy (JV)","GAE"
"G082 Micro-gen","G082","Source","Active","ENMAX Energy Corporation","EEC2"
"G083 Micro-gen","G083","Source","Active","TransAlta Energy Marketing Corp.","TEN3"
"G084 Micro-gen","G084","Source","Active","Direct Energy Partnership","DEP4"
"G085 Micro-gen","G085","Source","Retired","Utility Network &amp; Partners Inc.","UNPO"
"G086 Micro-gen","G086","Source","Active","Direct Energy Partnership","DEP4"
"G087 Micro-gen","G087","Source","Active","TransAlta Energy Marketing Corp.","TEN3"
"G088 Micro-gen","G088","Source","Active","ENMAX Energy Corporation","EEC2"
"G089 Micro-gen","G089","Source","Active","ENMAX Energy Corporation","EEC2"
"G090 Micro-gen","G090","Source","Active","Enmax Energy Corporation","E10"
"G091 Micro-gen","G091","Source","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"G092 Micro-gen","G092","Source","Active","CP Energy Marketing L.P.","EMC2"
"G093 Micro-gen","G093","Source","Active","ATCO Energy Ltd.","AYLD"
"G094 Micro-gen","G094","Source","Active","Utility Network &amp; Partners Inc.","UNPK"
"G095 Micro-gen","G095","Source","Retired","Utility Network &amp; Partners Inc.","UNPL"
"G096 Micro-gen","G096","Source","Active","ENMAX Energy Corporation","EEC2"
"G097 Micro-gen","G097","Source","Active","CP Energy Marketing L.P.","EMC2"
"G098 Micro-gen","G098","Source","Active","Enmax Energy Corporation","E10"
"G099 Micro-gen","G099","Source","Active","TransAlta Energy Marketing Corp.","TEN3"
"G100 Micro-gen","G100","Source","Active","ENMAX Energy Corporation","EEC"
"G101 Micro-gen","G101","Source","Active","ENMAX Energy Corporation","EEC2"
"G102 Micro-gen","G102","Source","Active","ENMAX Energy Corporation","EEC2"
"G103 Micro-gen","G103","Source","Active","ENMAX Energy Corporation","EEC2"
"G104 Micro-gen","G104","Source","Active","ENMAX Energy Corporation","EEC2"
"G105 Micro-gen","G105","Source","Active","ENMAX Energy Corporation","EEC2"
"G106 Micro-gen","G106","Source","Active","CP Energy Marketing L.P.","EMC2"
"G107 Micro-gen","G107","Source","Active","Direct Energy Partnership","DEP4"
"G108 Micro-gen","G108","Source","Active","Direct Energy Partnership","DEP4"
"G109 Micro-gen","G109","Source","Active","Hudson Energy Canada Corp.","HECC"
"G110 Micro-gen","G110","Source","Active","ENMAX Energy Corporation","EEC2"
"G111 Micro-gen","G111","Source","Active","Gas Alberta Energy (JV)","GAE"
"G112 Micro-gen","G112","Source","Active","EQUS REA Ltd.","CREA"
"G113 Micro-gen","G113","Source","Active","ENMAX Energy Corporation","EEC2"
"G114 Micro-gen","G114","Source","Active","TransAlta Energy Marketing Corp.","TEN5"
"G115 Micro-gen","G115","Source","Active","EPCOR Energy Alberta GP Inc.","EESA"
"G116 Micro-gen","G116","Source","Active","Gas Alberta Energy (JV)","GAE"
"G117 Micro-gen","G117","Source","Active","Direct Energy Partnership","DEP4"
"G118 Micro-gen","G118","Source","Active","University of Alberta","UOFA"
"G119 Micro-gen","G119","Source","Active","EPCOR Energy Alberta GP Inc.","EESA"
"G120 Micro-gen","G120","Source","Active","TransAlta Energy Marketing Corp.","TEN3"
"G121 Micro-gen","G121","Source","Active","ENMAX Energy Corporation","EEC2"
"G122 Micro-gen","G122","Source","Active","ATCO Energy Ltd.","AYLD"
"G123 Micro-gen","G123","Source","Active","Hudson Energy Canada Corp.","HECC"
"G124 Micro-gen","G124","Source","Active","ENMAX Energy Corporation","EEC"
"G125 Micro-gen","G125","Source","Active","Campus Energy Partners LP","IQP"
"G126 Micro-gen","G126","Source","Active","Shell Canada Limited","SHEL"
"G127 Micro-gen","G127","Source","Active","ENMAX Energy Corporation","EEC2"
"G128 Micro-gen","G128","Source","Active","ENMAX Energy Corporation","EEC2"
"G129 Micro-gen","G129","Source","Active","Enmax Energy Corporation","E10"
"G130 Micro-gen","G130","Source","Active","ENMAX Energy Corporation","EEC2"
"G131 Micro-gen","G131","Source","Active","Direct Energy Partnership","DEP4"
"G132 Micro-gen","G132","Source","Active","ENMAX Energy Corporation","EEC2"
"G133 Micro-gen","G133","Source","Active","CP Energy Marketing L.P.","EMC2"
"G134 Micro-gen","G134","Source","Active","CP Energy Marketing L.P.","EMC2"
"G135 Micro-gen","G135","Source","Active","ENMAX Energy Corporation","EEC2"
"G136 Micro-gen","G136","Source","Active","Direct Energy Partnership","DEP4"
"G137 Micro-gen","G137","Source","Active","ENMAX Energy Corporation","EEC2"
"G138 Micro-gen","G138","Source","Active","ENMAX Energy Corporation","EEC2"
"G139 Micro-gen","G139","Source","Active","Direct Energy Partnership","DEP4"
"G140 Micro-gen","G140","Source","Active","ENMAX Energy Corporation","VPC2"
"G141 Micro-gen","G141","Source","Active","EPCOR Energy Alberta GP Inc. (RR)","EERR"
"G142 Micro-gen","G142","Source","Active","ENMAX Energy Corporation","EEC2"
"G143 Micro-gen","G143","Source","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"G144 Micro-gen","G144","Source","Active","ENMAX Energy Corporation","EEC2"
"G145 Micro-gen","G145","Source","Active","CP Energy Marketing L.P.","EMC2"
"G146 Micro-gen","G146","Source","Active","CP Energy Marketing L.P.","EMC2"
"G147 Micro-gen","G147","Source","Active","CP Energy Marketing L.P.","EMC2"
"G148 Micro-gen","G148","Source","Active","ENMAX Energy Corporation","EEC2"
"G149 Micro-gen","G149","Source","Active","Hudson Energy Canada Corp.","HECC"
"G150 Micro-gen","G150","Source","Active","University of Alberta","UOFA"
